userName,score,at,content,Label
Muhammad Haekal Islami Rakhmat,5,2023-04-10 15:56:30,Baguslah buat suhu toram kayak gw,Positif
zheta iko,5,2023-04-08 15:10:16,"Sudah bagus,tingkatkan",Positif
Wisnu Oka,5,2023-04-11 09:56:45,Game nya bagus bgtt,Positif
Syami Asking,5,2023-05-05 01:19:47,"Mengembalikan kenangan dlu ,,, nice",Positif
reva Aldo pamungkas,5,2023-04-08 13:50:42,aku suka geamnya kembangkan lagi,Positif
HeRyXD,3,2023-04-25 15:04:19,susah naikin level,
Andi Albar,1,2023-04-07 02:19:43,"Game sampah taik,g bisa dibuka taik",Negatif
Suci Atiningsih,5,2023-04-10 09:29:07,Terbaik lah game ini 👍👍👍,Positif
tyto danny,5,2023-04-19 01:07:40,"Ramah f2p, game bagus",Positif
Yoga Aristama,5,2023-04-08 06:56:44,"Seru, asik buat main sambil puasa",Positif
hosni dhanu pranata,5,2023-05-09 14:34:55,Menyenangkan walau rumit syekali,Positif
Kresna Bayu wirawan,5,2023-04-07 00:24:15,Mantap lah menyenangkan,Positif
gede ari,4,2023-05-19 03:00:13,Terimakasih karna berkat game ini aku menemukan jodohku 🥹🫢,Positif
mgalihpp,5,2023-04-18 19:15:58,Mantap game nya,Positif
Azis Rachmatulloh (Masbag),5,2023-04-08 13:31:38,"boleh lah , walaupun masih raba raba",Positif
yulianto anto,5,2023-05-05 12:30:28,Game keren. Terimakasih,Positif
Rann,5,2023-04-05 19:00:16,Keren sdh lama ditunggu tunggu,Positif
maps sbw,3,2023-04-07 22:47:27,Baru mulai maen tunggu penilaian selanjutnya,
Mxx yy,5,2023-05-02 11:27:17,Seru bro bug nya tolong di kurangi,Positif
Alsepto DochiSadega,5,2023-04-08 10:42:05,mau login akun googlenya otoritas gagal terus aneh nieh,Positif
lana lana,5,2023-04-10 15:32:46,Game yg ditunggu tunggu anak 80an,Positif
Luky Bagas,5,2023-05-14 11:12:09,Aplikasi nya bagus sekali😍😍,Positif
Abu Jihad,5,2023-04-10 02:58:43,Nostalgia ditahun 2006,Positif
Ikhsan Sandita,5,2023-04-08 15:04:04,Mantap permainan nya,Positif
Argy Mangus,5,2023-04-09 07:22:49,"Bikin gua nostalgia,",Positif
amalia robiatsiri,5,2023-04-10 03:15:10,Permainan ini juga bagus,Positif
liung S,1,2023-04-19 01:23:45,"Game bodoh, bikin hp panas",Negatif
Darma Setiawan,1,2023-04-07 14:13:52,Eror mulu kalo mau login,Negatif
Inera,3,2023-04-08 06:47:57,Masih suka ngebuggg,
ngpau sin,5,2023-05-16 03:23:29,Saya sangat suka game ini,Positif
Arshaka Alfarizi212,2,2023-04-29 06:55:18,Bang banyak bug 😭,Negatif
Rizki Santoso,5,2023-04-08 18:49:29,Game legend yg membuag nostalgia,Positif
Alif Kurnia,1,2023-05-11 03:59:22,Kualitas game jelek,Negatif
mas faik,5,2023-04-20 10:18:07,Bang kasih ane eq bagus la ama card yg op,Positif
shaky Rinzz,5,2023-04-24 00:36:30,Suka sama permainannyaa,Positif
Sabrina Zahra P.N.A,3,2023-04-22 07:31:34,Kok aku gak bisa main game nya ?,
ro satu,5,2023-04-07 01:47:45,yok ramekan jadikan game terbaik mmorpg,Positif
galo wahyudi,5,2023-04-23 09:39:51,"Back to Old Jaman"" Sekolah,,, Mantabs",Positif
Dwi Febriyanto,5,2023-04-18 15:05:17,Masih oke lah nanti. Kalo. Jelek diturinin,Positif
Cc Cc,5,2023-04-07 16:42:27,Keren abisse nyesel gk ikutan download skrg,Positif
Pujakusuma Galih,5,2023-04-11 11:10:57,Seru buat ngisi waktu luang,Positif
Restu Setiawan,5,2023-05-03 17:00:23,Baguss cumann kadangg suka lama login nyaa,Positif
XRayCha Gamer,5,2023-04-15 08:37:58,Keren banget ini game,Positif
D_Nazhara Ardhan,5,2023-04-07 03:52:29,Nostalgia yang seru,Positif
Al Rizky,4,2023-05-29 03:55:59,Mah susah sinyal,Positif
Mr. AL,5,2023-05-06 06:09:15,Mantap game nya.,Positif
Rizqullah Syandana aidanto,5,2023-04-11 13:24:04,Karena game ini sangat menghibur,Positif
Bambang Suryadinur,5,2023-04-06 16:51:09,Akhirnya Bisa Main Juga,Positif
Adnan Amrullah,5,2023-04-11 01:17:27,Permainan sangat bagus,Positif
MR. Gob,4,2023-04-07 07:49:56,Luamayan bagus lah,Positif
Jati Graphic,5,2023-04-16 07:24:56,Lumayan menghibur kesuntukan,Positif
Aisya official,5,2023-04-20 09:45:37,"Game nya bgs,,santai",Positif
septian nn,5,2023-04-14 20:50:20,Bagus banget dah pokoknya,Positif
imam saidi,5,2023-04-08 21:18:01,Nice Seru Gak mengecewakan,Positif
Hairul Nizam,5,2023-04-16 02:28:43,Udah keren dah pokoknya,Positif
Irwan Cahya,5,2023-04-17 03:42:41,Bagus lucu2 karakternya,Positif
Al,2,2023-05-19 22:32:18,Tolong bugnya do perbaikin,Negatif
Anddy Achan,5,2023-04-08 04:39:17,Sangat menarik,Positif
Amos Agustian,5,2023-04-10 04:05:06,Sangat menarik,Positif
Hanif MLA,5,2023-04-14 06:26:31,"Gas main, dan nikmati saja",Positif
yoga pratama,5,2023-04-09 09:49:26,Game seru... Terbaiklah...,Positif
Ripan Septian,5,2023-04-07 10:43:43,secara game agak adil dibanding si ROX,Positif
Jems Jem,5,2023-04-16 14:18:51,Bagus game nya seru,Positif
Aplon Sus,5,2023-04-28 22:27:00,Nostalgia jaman SMA,Positif
Karina Dewi,5,2023-05-04 11:23:46,permainannya menyenangkan..,Positif
Ajo Dra,4,2023-04-25 22:20:18,Seru tapi bikin pusing asli,Positif
Irfan Zaki,5,2023-04-07 02:57:34,Harus Upgrade hp nih,Positif
Nauval Nursabila,2,2023-04-08 12:37:57,Kenapa Stack di 95%???,Negatif
Neo Nurul,5,2023-08-03 18:30:30,Mengenang game ragnarok,Positif
GZArt Golbez,1,2023-07-28 06:43:04,"Tidak ada job 4 di ro ini jadi gk sesuai Ama ro aslinya,mending hapus",Negatif
aldy ramdany,1,2023-05-11 12:54:06,"Kecewa obtnya ja ga beres bgt .. masalah jaringan , player PDA cabut dah",Negatif
Noval Kurnia,2,2023-04-21 05:57:21,Ga bisa unbind akun,Negatif
ryan dona,1,2023-05-29 05:10:41,"Bug nya parah bgt, segera d perbaiki",Negatif
CaptSelina,1,2023-04-14 01:01:53,"Servernya jelek kebanyakan, mending main ch di in game dari pada gitu mah",Negatif
Najuar Samir,5,2023-04-09 17:48:01,Gamenya bagus semangat untuk update selanjutnya,Positif
Eben Silaban,5,2023-04-21 16:48:50,game sangat bagus,Positif
Fadil Fadhlurrohman,5,2023-04-09 07:22:22,Udah main Cok buruan download game nya bagus grafik jangan di tanya . Aku kasih bintang 5 .,Positif
RAZOR GAMING,5,2023-07-22 23:28:32,Overal game nya bagus dan bagi saya gak ada kendala sama sekali,Positif
Dian Kartika herdiani,3,2023-06-30 23:18:08,"Game nya baguss, tapi ada banyak bug yg bikin aku pengen banting HP i",
dikamulyana,3,2023-06-18 11:30:35,Banyak bug nya bang. Semangat lagi yak,
Tahira Indah,2,2023-06-09 15:36:57,Makan data + memori gak baik nge bug,Negatif
Al Kanza,1,2023-07-20 01:45:37,Untuk event nya dari luar game nya sangat sangat ampas.,Negatif
Ilham Rosydi,1,2023-06-13 14:38:30,Paket data ku sampai habis ... Game tolol banyak bug banyak lucu nya ... Nyesel kalian download sampai 4gb,Negatif
HERY REBORN,2,2023-07-20 13:32:03,"Sudah tahun 2023, masih aja bikin game dengan karakter cibi cibi kayak tuyul.",Negatif
Emin Suki,2,2023-07-09 02:43:55,Saya gk bisa main karna servernya selalu penuh 🖕😠,Negatif
muhid adi,1,2023-07-11 21:58:39,Kurang bagus dalam segi free to play,Negatif
Zicko Weeboo,1,2023-07-18 23:01:34,Game sampah di remake mulu. Konsep copas aja bangga,Negatif
Dajjal Dajjal,1,2023-06-17 05:27:26,Force close terus di 95% emang deve tolol. Dr awal open smpe skr bermasalah terus. Update bukannya makin bener malah makin ancur. Amatiran,Negatif
Baby Sunny,1,2023-06-22 16:17:17,Buruk core verus di kasih ampas mulu Jaringan penuh MVP sinyal jadi 1 kalah point lah,Negatif
Bang Ferdi,2,2023-07-19 12:24:54,Apa sih ni game update erorr padahal gua bisa maen tadi pagi gak jelas ni game,Negatif
Rumondang Monda,2,2023-04-15 10:20:04,Ini kalau bisa di perbaiki lagi soal nya sering leg,Negatif
dimas Zhafran,4,2023-04-13 06:31:51,game ini grafik nya hd semua juga ok mb Kebesaran,Positif
masbro addie,3,2023-08-23 12:40:20,Udah seminggu gk dikasi drop card ungu 😄,
Jldh Mush,5,2023-04-15 19:34:33,Ya sebenar nya apk nya baguss bgt cuma hp saya tidak mendukung karna ukuran cukup besar 😭😭,Positif
Parhan Aja,1,2023-09-04 05:45:24,Parah lama banget download nya 1jam aja masih 6 🤬,Negatif
Dimas Putraa,5,2023-05-03 18:50:33,Permainan yang menyenangkan,Positif
THE NEXT STORY,1,2023-04-09 20:28:47,terlalu banyak tombol menutupi visual,Negatif
RendyBonja channel,1,2023-04-09 11:21:23,Nge bug Mulu ni game stuck nggak ada muncul menu apa segala macam kasih bintang 1,Negatif
Tahi Kucing,5,2023-04-15 01:38:34,", cara membuat handbody yang benar adalah ya lo bisa menjadi salah satu yang paling banyak di gunakan sebagai masker wajah organik dan anorganik seperti yang model apa lu siapa sih 26",Positif
ulty data,5,2023-04-10 03:11:56,Kasih event & banyak dong,Positif
Leandro Palilingan,5,2023-04-26 01:48:45,"Pengen main, tapi memori internal tidak mencukupi",Positif
Daffa Afdalh aziz,1,2023-04-06 23:08:33,Gua gak tau kenapa coba harus registrasi coba. Aja seperti biasa min min,Negatif
Alan Jelek,1,2023-04-16 17:22:40,Game burik setiap iklan pasti akan muncul game lain,Negatif
Leonardo,1,2023-05-17 23:30:44,"Ini game apa pemerasan cuk, seru nya dimana anjir p2w gila abis, server nya anak Pinak ga jelas Asyik game RAGNAROK itu apa sih? Paling kan cuma ngandelin gimik nostalgia game PC lagend sisanya ya ngantukkkk kecuali lu top up dan circle lu jadi banyak",Negatif
ananda amal,5,2023-04-07 09:22:31,"Lebih santai dari ROX, seru seru",Positif
Joehantz Yudhi,5,2023-04-09 12:29:16,Game nya bagus grafiknya juga bagus pokok nya game ini the best,Positif
Handaru X3,1,2023-04-28 07:45:43,"Kok aku download ke reset lgi sihh, gmn nih developer, HP ku poco x3 nfc 6/64",Negatif
Mas Bill,5,2023-04-10 03:40:24,Kasih bintang 5 disuap equip,Positif
Dhany Flitz,3,2023-04-10 01:27:28,Sama aja kek ROX kebanyakan server,
Warga Indo,5,2023-04-14 15:51:16,Banyak hadiah menarik,Positif
Sahril Lah,1,2023-04-07 01:37:45,Banyak bet kintil bug nya,Negatif
wahyu -,5,2023-04-12 06:31:22,Bagus gameplaynya,Positif
Iyan Leo,5,2023-04-05 17:17:33,"Baru download., tpi aku kasih bintang 5 buat apresiasi launcing game nya",Positif
Nauki Chan,5,2023-04-23 15:44:46,Mantap dan masih berat untuk log in,Positif
Fahri Ananda,5,2023-04-06 05:28:56,Lumayan ya dari segi grafis tapi perbanyak heronya,Positif
Fajar Wowok,5,2023-04-07 22:47:55,Cocok buat player jaman old,Positif
Cupu Blagu,1,2023-05-09 02:03:45,"Mau nempa k +8 aj alot, pke safe gagal ga pke safe turun, anying anying, heran Klo cma sekali dua x gpp ini uda abis elu ori bnyk wooooiiii gt aj terus Hadeeeeeh bikin kesel, liat yg lain nempa enak, gacha enak bgt Lah saya, gacha selalu zonk, nempa jg susah Sepertinya anda punya dendam pribadi am saya wkwkwk",Negatif
Kin,2,2023-04-07 06:43:48,"Ah game jelek gaada fun funnya maen, ga tempo cepet segala macemnya. Mending genshin",Negatif
Nina Septivana Puspasari,5,2023-07-12 16:35:07,"Saya suka, saya suka",Positif
Muhammad Khairil,5,2023-04-05 17:23:01,Baru masuk langsung lag min tolong diperbaiki,Positif
Arya EKA saputra,1,2023-04-23 15:39:03,Ini tugas nya apa dah pertama kali main,Negatif
Rayhan Aditya Hamizan,4,2023-08-24 04:47:13,Gem ini juga bagus Tapi ewannya bagus,Positif
San Z,3,2023-04-06 22:20:21,Game nya gk ada keseruannya grafik juga buriq mending neverland dari pada ini,
Zedd Lai (Zedd),5,2023-04-17 23:59:13,Di perbanyak konten untuk f2p,Positif
JOC [Jared Official Channel],5,2023-05-13 11:27:38,saya suka game nya,Positif
Agusg Cahya,5,2023-04-08 03:07:22,Nostalgia masa sma,Positif
Faskal siswanto,3,2023-04-09 01:11:55,Belum ngerti gamenya,
Andre,4,2023-04-05 16:20:06,"Saya coba dlu, apa bisah hp murah jika bisah geme ini 100%,karna lebih bnyak orng2 bermain dengan spek hp murah",Positif
Kayla Kayla,4,2023-08-25 16:01:39,Bagus dan nyaman untuk dimain,Positif
sa GameArt,2,2023-04-06 06:26:38,grafik standard aj berat kali . hm,Negatif
Benay Fals,5,2023-07-04 15:14:25,Tapi knapah jaringan saya eror Mulu ya padahal sinyal ada,Positif
khasan basri,5,2023-04-23 23:26:18,Seru dalam bermain semoga di beri keberuntungan,Positif
Game Fad,1,2023-06-23 08:08:32,Terlalu banyak fitur dan banyak quest.,Negatif
Meriyam ramadhani,5,2023-08-03 06:51:01,gem ini sangat menarik semua pemain,Positif
Pengantar Tidur,4,2023-04-18 16:41:33,Gamenya keren.,Positif
Ninik Sugiati,5,2023-04-12 12:00:21,Gk tau kenapa dari gambar nya kayak nya game nya bagus jadi ini mau otw download semoga memuaskan ya😊🙌,Positif
Wahyu,5,2023-06-25 22:23:48,Cukup menarik,Positif
Renaldo Diba,4,2023-04-09 04:15:05,4 dlu lagi di coba,Positif
Sad Boy,5,2023-04-06 12:10:33,Game nya sngat bgus grafik nya no delay debest lah ni game,Positif
Yulius William,5,2023-04-10 07:28:28,Notsagia wktu pertama main RO,Positif
Sufya Store,5,2023-09-05 08:25:47,Game ini sangat cocok bagi Anda untuk mencari tahu tentang akhlak dan moral yang tinggi di Indonesia dan perilaku nabi dan rasul dan perilaku yang baik untuk kesehatan tubuh manusia di bumi Indonesia yang udah pernah baca selengkapnya di sini gw yang tinggi dan fakta seputar pensil dan fakta seputar pensil yang tinggi di dunia yang udah like padahal aku ingin kau tau kan di dalam negeri yang tinggi dan perilaku yang tidak bisa melihat dengan mata telanjang ini juga dapat membuat seseorang bagus,Positif
eric libowo,2,2023-08-27 03:41:28,Suka disuruh download ulang ..tolong di bnarin bugnarok,Negatif
Abang Alwi,3,2023-04-17 10:23:11,aku cari game offline nemu ini aku cari terus game ini muncul lagi awas aja pas udh di mainin online,
Lutfi Abdullatif,5,2023-04-08 23:40:52,Tolong permudah bagi pemain gratizan,Positif
Story Bahar,5,2023-05-19 01:30:23,Sangat menyenangkan,Positif
Keziatambuwun Key,5,2023-07-04 09:26:32,gamenya bagus,Positif
Herman Wang,1,2023-08-14 02:43:44,"Sudah GK kuat LG nih sama roo mau pensi dulu,karena GK kuat daily/weekly apalagi yg kerja dari pagi-sore/malam hari.bye roo",Negatif
farhan sitompul,5,2023-04-24 05:37:04,Game nya bagus,Positif
Risky Irwan (Ris),5,2023-04-26 10:32:52,Tolong di baikin bug reset status poin.,Positif
Agus Priyadi,5,2023-04-09 13:36:19,Mengingat masa RO PC berapa puluh tahun lalu,Positif
Clarissa Regina,4,2023-04-11 06:03:32,Lewat terus di iklan dan kali ini saya mau coba,Positif
Rizka Rahdiawan,4,2023-04-13 01:50:34,"Game nya bagus,",Positif
Afian florist,1,2023-04-26 13:31:56,Notif nya ganggu jadi kedownload terus lagi pake data lagi 😭,Negatif
Anone,5,2023-07-10 01:12:48,Sangat bagus sekali,Positif
Ravish Fandhol,1,2023-04-25 12:17:57,Banyak bug padahal hp bagus,Negatif
Eric Samudra,4,2023-04-15 00:36:47,bagus sih .. tapi...,Positif
Dede Jendol,5,2023-04-07 05:28:53,"Masa gk bisa masuk sama downloadnya harus di ulang"" lagi",Positif
Aulia Putra,1,2023-07-10 15:34:54,Gak bisa masuk ke gameplay 🤬🤬🤬,Negatif
Yosyi. M-R,5,2023-05-11 16:45:51,Baguss banyak yang menarik game olay nya bagus sesuai ekpetasi,Positif
om jhoe,5,2023-05-01 03:04:11,Nostalgia dengan Ragnarok dulu,Positif
Arya Devasya,1,2023-05-27 15:54:11,Setiap mau login pasti force close,Negatif
Ikhram Ikhrom,2,2023-04-12 03:00:08,Mending raknarook X next generation aj lebih gampang dan ga banyak tombol,Negatif
Perez Filimon,5,2023-04-21 17:16:47,Gamenya seru dan asyik,Positif
Bctkjl,5,2023-06-09 18:21:58,Seru banyak yang bisa di kulik,Positif
Ratih Dyah,1,2023-04-17 09:41:17,Geme ini buruk bagi saya yang masih belum aja aku kasih bintang satu gapapa deh mau saya harus mengatakan buruk banget aku gak suka banget sama geme buruk males bay bay Maaf ya aku game ini buruk tapi aku sih aku nggak bisa main game ini buruk Maaf ya aku ngomong gitu sorry😆😁😚☺️🙏💚💙💜💯💢,Negatif
azka suryanata,4,2023-05-07 06:54:49,Gamenya bagus.,Positif
Syahrur unique,5,2023-04-10 20:01:21,"Keren tapi bikin panas a52s 5g gue , bisa ngak d amanin panasnya biar cocok dengan hp aku",Positif
Afika Afika,1,2023-05-09 07:58:50,Gamenya bikin ngelag sekarang mau aku cobain lagi bagus atau enggak ya,Negatif
Oditio Rizaldi,3,2023-04-18 22:15:42,Untuk Dev kok roo ku nggak mau masuk y nge stuck di loading screen,
FBR S,1,2023-05-02 15:01:11,Game busuk banyak bug udah top uplagi... Mengecewakan...,Negatif
Muhhammad Ismail,5,2023-04-28 06:37:33,Game nya sangat seru dan lumayan gampang,Positif
Muhammad latiful Ilham,1,2023-04-06 05:37:38,"-gerafig -tinggi karakter -gerakan -evek serang -terlalu banyak npc -bahasa ketikan ncp campur,",Negatif
Martinus PK,4,2023-05-18 19:03:57,Kalau tiap hari selesaikan misi harian Tidak bakal ketinggalan level,Positif
Dimas Tri Laksono,1,2023-04-12 21:14:38,Games stuck di logo mau masuk gravity,Negatif
Andri Widodo,3,2023-04-18 13:11:36,Game nya bagus tapi bikin memorinya penuh,
Michellyn Hawang,5,2023-04-16 22:53:49,bagus banget gue suka game ini pokoknya yang gk donlot game ini bakalan nyesel bangettttttt,Positif
Ayla Natasya,5,2023-05-30 01:19:33,Sangat bagus permainan nya tapi sedikit loading siiii,Positif
나현,5,2023-04-10 22:43:41,"Bagus tapi ngelag mulu heran,harus login ulang",Positif
Safira Guppy,1,2023-04-07 06:49:28,"Dah download full tau gk bisa di install, malah ngulang download.. Terlalu memilih ...game ini ..",Negatif
AL Damaisa,5,2023-04-24 23:55:07,gamenya sangat menyenangkan untuk yang buat ini good job lah dev,Positif
ACHMAD FAHRIYAN,5,2023-04-06 02:48:29,"Akhirnya rilis, semoga tidak mengecewakan dan lebih bagus dari Ragnarok lainya dev",Positif
Herb Koi,5,2023-04-29 05:47:55,"Game nya bagus, eventnya banyak dan seru-seru",Positif
Jelly Bin,5,2023-05-11 21:29:21,Maaf gamenya terlalu banyak bug gak karuan terimakasih,Positif
Sabela Khusnul,1,2023-04-23 04:38:21,Sorry ya kok ga bisa di download tolong diperbaiki lagi 🙏🙏,Negatif
Zet Kuro,1,2023-06-08 02:29:47,"Gamenya jelek, selalu ngebug di game.",Negatif
agus sulistiyono,5,2023-04-05 20:25:59,"mantap game nya ga pay to win, aku suka sekali",Positif
Moses Wistara,1,2023-04-21 09:50:40,Game jelek game Dajjal apalagi iklannya banyak sekali sama ganggu iklannya,Negatif
Avalon Maxjida,1,2023-04-22 07:03:55,Iklan dimana2 tp game masih ngebug mulu,Negatif
Vakulsi BEST,5,2023-04-06 07:21:09,Kirain bakal nyesel eh ternyata enggak the best deh buat tim gravity,Positif
Naufal Nailul huda,5,2023-04-20 06:10:35,Bagus sekali aku.terus kenapa kalo pasang hd tinggi ngerutya tolong kasih tau caranya,Positif
Rizky Utama,5,2023-04-10 13:22:15,Tolong di per baiki masih ada bug nya,Positif
Komang Surya,1,2023-04-07 15:45:59,Maaf saya kasi rate 1 dulu sudah 5x download di app tidak bisa,Negatif
Keluarga RISTA,1,2023-04-24 20:41:40,suka keluar sendiri bug,Negatif
Atyマルセカ,1,2023-04-13 23:24:16,Maksut nya apa ya udh di donwload tp ke instal lagi kek bans*t,Negatif
SyncL Cupu,1,2023-05-25 08:00:48,Setelah update suka lag di hp,Negatif
Claude,3,2023-04-06 03:17:13,Gak bisa loginnnn koneksi terputus trssss,
Irsyad Ramadhan,1,2023-04-11 07:14:12,Susah di download dan gerafiknya lumayan jadi saya merasa tidak puas dengan permainan ini,Negatif
Najwa Nurul Fatihah,2,2023-05-01 07:15:17,"Gud banget, tp kok nge-download doangs dapet ngabisin bnyk kuotaku yaa.. Ngabisin 500GB cmn buat download gess",Negatif
Dea Aqilah,5,2023-04-27 00:16:43,Big hero ini adalah untuk meningkatkan daya saing pribadi itu ada permintaan dari diklat dan gk kebawa mimpi indah yang dilaksanakan oleh bidang diklat mau di tak ada yg bisa dibantu untuk meningkatkan daya saing pribadi itu ada di grup ini adalah untuk di kantor agk kualitas dan gk kebawa yang Workshop ini adalah adalah untuk di kantor agk kualitas dan gk kebawa yang Workshop ini adalah untuk di kantor agk kualitas dan gk kebawa yang Workshop ini adalah untuk meningkatkan daya saing pribadi it,Positif
Vivo Smartphone,1,2023-04-28 00:37:15,Mantep banget aku bisa punya banyak temen baru cepetan itu hanyalah,Negatif
Vaizha,4,2023-04-13 23:51:27,Ya aku kasih bintang 4 kenapa ya main nya seru seru aja 😄 permainan nya sangat bagus juga makanya aku kasih bintang 4 Ok dada gays,Positif
Nadin Viola,1,2023-04-21 01:01:13,Jelek banget bahkan butuh setengah gb pokoknya jelekkk yang memorinya kecil jangan dolnoad 😡😡,Negatif
Han Chan,5,2023-04-05 17:48:43,ga bisa di donwload stuck di 98% sedihh,Positif
Khanza Khanza,5,2023-04-06 07:08:55,Game baru moga kedepannya makin seru dan event menarik,Positif
Samuel Nanda Kurniawan,5,2023-04-06 13:23:03,keren game nya walaupun repetitif,Positif
Lati Lestari,5,2023-04-10 10:23:19,Bagus sekali grafik nya bagus,Positif
Rangga Bagus,1,2023-04-08 20:52:47,Sering macet di loading atau saat jalan jalan,Negatif
Vian d sini Kenzz,4,2023-04-05 18:07:32,aku ber 4 bintang dulu soal nya masih ada bug nya,Positif
Putri Lating,5,2023-04-15 11:41:10,"Keren banget permainannya Seperti isekai "" gitu",Positif
Retno Wati,1,2023-04-15 21:38:37,"ini kenapa saya gak bisa donwlod ya padahal memori masih 4 gb loh,",Negatif
Frisyla Putri Ayfa,5,2023-04-06 18:29:40,Game nya bagus and lancar lagi untuk digunakan,Positif
Nurmahendra Hendra,1,2023-04-25 10:12:25,Seru sih game nya cuma kebanyakan servernya di penuhi sama player philipine sama Thailand gw gak ngerti mereka ngomong apa 😭,Negatif
Raditya Eka Nugraha,1,2023-04-10 15:07:55,"Banyak Banget Bug Nya, Gak Jelas Banget",Negatif
Kawul,5,2023-04-11 19:46:02,Game nya oke tapi agak berat di hp android ku,Positif
Resi Oktaafian,4,2023-05-05 14:31:15,Masih belajar gameplaynya tp keren,Positif
Aleandra Keyla,5,2023-04-07 01:18:05,Game nya bagus meskipun lama instal nya,Positif
Soekirman Fatahuddin,5,2023-04-08 16:05:01,"Game nya sangat bagus, di perbanyak item nya terimakasih.",Positif
Ego DA,5,2023-04-27 04:33:40,bagus tapi kurang fitur ngen***nya aja,Positif
Andhika FatihAlfairus,1,2023-04-21 17:42:52,Banyak Bug Pler harus cepat Di benerin,Negatif
Rizki Pratama,4,2023-04-27 13:49:25,Mudah mudahan gem nya bagus aku baru nge download,Positif
Bima Wijayanto,5,2023-04-06 13:55:04,"Sangat bagus, rekomendasi sekali yang suka minum susu dancow",Positif
Eko Nugroho,5,2023-04-24 14:59:31,mantap gamenya seru banyak yg main...,Positif
Muhammad Indra Bayu,1,2023-05-14 05:49:11,Ga bsa update error trus,Negatif
angga ari nugroho,3,2023-04-09 15:25:12,kenapa selalu tidak bisa instal packet ini ya,
daimm hoo,5,2023-04-26 07:13:25,Sampai saat ini masih menikmati permainan Tingkatkan,Positif
Herman Syah,5,2023-04-15 14:52:55,map nya bagus walaupun suka ngeleg,Positif
Anggara Imam Syahputra,1,2023-05-12 21:09:59,terlalu berat game nya,Negatif
chandra kei,3,2023-04-11 19:06:39,Aplikasi gak bisa di pindah ke memori kartu 😞,
Ahmad Hakim,1,2023-04-24 13:02:53,Game nya burik banget ga bisa masuk ga jelas uuuuuuu 👎👎👎👎👎👎,Negatif
Putra,5,2023-04-07 08:32:54,mantap Game Grafik nya,Positif
Sri Kusumawati,5,2023-04-09 04:38:56,Game nya lucu tapi download nya lama,Positif
Hnnu,4,2023-04-09 12:08:35,Game nya sih bagus tapi buatmu download nya lama,Positif
DHESTA JUNIOR,1,2023-04-29 02:48:49,Sinyal udh bagus tapi buat kaitkan akun(login) engga bisa :(,Negatif
Edo Ponsel,5,2023-04-21 09:54:59,aku sangat suka aku ada dua game menarik epic dan game ini keren sekali 🥳🥳🥰🥰,Positif
Raffi hermawan,1,2023-04-07 10:05:27,Game sampah lag banget patah patah.,Negatif
Rani Cahyani,1,2023-04-27 12:53:39,Aku kasih bintang 1 karena download nya itu hampir 2 hari jadi aku terpaksa menghapus game aku yg lain🥲,Negatif
Febri Nurmansyah,4,2023-04-06 14:46:16,Akses awal dicoba dulu kalau bagus baru bintang 10,Positif
ManShoyo,5,2023-04-06 10:30:06,Udah bagus sih ini game nyoba dulu main tuh yang Ragnarok X,Positif
BIDIN ANGGORO,5,2023-04-06 09:07:15,Gamenya sangat bagus dan gampang dimainkan 😊😊😊,Positif
angelline fenita,1,2023-04-23 06:20:53,Terjebak di 100% dalam pendownload tan,Negatif
MAZMUR GABRIEL,5,2023-04-06 10:25:02,Wah game nya hd banget sangking hd nya hp pun jadi meledak,Positif
najib muafa,5,2023-04-18 07:00:00,Bagus banget grafik nya woi😭😭,Positif
Sabrina Istri gojo,3,2023-06-05 16:52:53,Kok sering keluar sendiri + loding lama bngt .??,
Jehan Septian,1,2023-04-08 15:06:21,Bikin HP cepet panas padahal pengaturan low semua,Negatif
Hua Huau,5,2023-04-10 17:08:14,Bisa main ama teman aku maun ya yang boleh voice gitu biar senan gak usah pakai aplikasi mohon di tambah 🥰😘,Positif
FF BURIK,5,2023-04-05 16:17:03,Akhirnya yang di tunggu tunggu akhirnya rilis juga gamenya mantap,Positif
Megi Haryanto,1,2023-05-11 11:35:06,"Game ampas , ngabisin kuota doang, pas di buka keluar sendiri mulu Ga usah di download, rugi ngabisin kuota doang",Negatif
dadang portal,4,2023-05-14 23:37:45,"ini knp yah udh beres download,tp gagal tidak bisa memuat game",Positif
Fherrysetiawan Aeti,1,2023-04-28 06:34:36,Diskripsikan lagu rock crembiers ZOMBI 1999 Bercinta entah usa 18 two 27 thn pacet thanks sesuaikan favorit lg rock vans dg klahiranku 28 05 1999,Negatif
Aditia Lutfi,5,2023-04-26 05:41:15,Gamenya keren tapi download nya lama tapi gpp aku kasih bintang⭐⭐⭐⭐⭐,Positif
Wadi Tbl,1,2023-04-28 15:59:30,Selalu ngelag waktu sesudah memilih job,Negatif
Andre Yuga,1,2023-05-29 06:08:23,"Saran dibuat bisa multi job, dari 1 cabang, kayak rom",Negatif
Reza Fardinan,1,2023-04-25 01:56:28,Loding gamenya lama banget dan gamenya jelek banget,Negatif
RYU,3,2023-04-15 08:46:36,"Mau coba main, kata nya sih seru",
Muhammad Rifky,4,2023-04-08 02:48:42,Sementara 4 dlu karena gw blm main semoga ada job necromancer auto bintang 5,Positif
Harshavardhan Arrazi rajan,5,2023-04-06 04:06:20,Game yang saya tunggu2 akhirnya dapet remake juga!!!,Positif
